line_index,raw_line,old_name,new_name,old_smiles,new_smiles,old_input_hash,new_input_hash,old_evidence_input_hash,new_evidence_input_hash,old_canonical_smiles,new_canonical_smiles,old_verdict,new_verdict,old_reason,new_reason,verdict_changed,reason_changed,name_changed,smiles_changed
1531,"C=CC(=O)N1CCC(CC1)C(=O)N[C@H]2CCC[C@H]2CO |&1:13,17,r|	Z3664805172	280.363	280.363	-0.501	-2.002	2	3	69.64	6","|&1:13,17,r|",Z3664805172,C=CC(=O)N1CCC(CC1)C(=O)N[C@H]2CCC[C@H]2CO,"C=CC(=O)N1CCC(CC1)C(=O)N[C@H]2CCC[C@H]2CO |&1:13,17,r|",sha256:106c9b90876557954de52115d707a48e9f61ff93803b9b29f4ce1fd34f64ba50,sha256:185531c86d22308a933af0a6435e7743c9e0c81d6438e0788b1a9c49b2ff645d,sha256:106c9b90876557954de52115d707a48e9f61ff93803b9b29f4ce1fd34f64ba50,sha256:185531c86d22308a933af0a6435e7743c9e0c81d6438e0788b1a9c49b2ff645d,C=CC(=O)N1CCC(C(=O)N[C@H]2CCC[C@H]2CO)CC1,C=CC(=O)N1CCC(C(=O)N[C@H]2CCC[C@H]2CO)CC1,PASS,PASS,,,False,False,True,True
1539,"C=CC(=O)NCC(=O)N1C[C@H]2C[C@]2(C1)C=3C=CC(C)=CC3 |&1:10,12,r|	Z3707864131	284.354	284.354	1.303	-3.663	1	2	49.41	6","|&1:10,12,r|",Z3707864131,C=CC(=O)NCC(=O)N1C[C@H]2C[C@]2(C1)C=3C=CC(C)=CC3,"C=CC(=O)NCC(=O)N1C[C@H]2C[C@]2(C1)C=3C=CC(C)=CC3 |&1:10,12,r|",sha256:b8f627844d40dd0207fb1091ed1f8163d1478b2e33311123578fef0b5d644046,sha256:45f177721080620e0a5912401723f45a40bdf05e66cfb8861fdb701c328fea32,sha256:b8f627844d40dd0207fb1091ed1f8163d1478b2e33311123578fef0b5d644046,sha256:45f177721080620e0a5912401723f45a40bdf05e66cfb8861fdb701c328fea32,C=CC(=O)NCC(=O)N1C[C@H]2C[C@@]2(c2ccc(C)cc2)C1,C=CC(=O)NCC(=O)N1C[C@H]2C[C@@]2(c2ccc(C)cc2)C1,PASS,PASS,,,False,False,True,True
1549,"C=CC(=O)NC[C@H]1CCC2(CCOCC2)[C@H]1O |&1:6,15,r|	Z3773879239	239.311	239.311	-0.207	-1.266	2	3	58.56	3","|&1:6,15,r|",Z3773879239,C=CC(=O)NC[C@H]1CCC2(CCOCC2)[C@H]1O,"C=CC(=O)NC[C@H]1CCC2(CCOCC2)[C@H]1O |&1:6,15,r|",sha256:cb880b3bb6fa47b4c1db94d65cc2e2a17bd636ba544bd008d9069f3e2975c1b8,sha256:7df053b362ab4c2e7531e432a9cd217724433ac4fc1035b409e5805522767e21,sha256:cb880b3bb6fa47b4c1db94d65cc2e2a17bd636ba544bd008d9069f3e2975c1b8,sha256:7df053b362ab4c2e7531e432a9cd217724433ac4fc1035b409e5805522767e21,C=CC(=O)NC[C@H]1CCC2(CCOCC2)[C@H]1O,C=CC(=O)NC[C@H]1CCC2(CCOCC2)[C@H]1O,PASS,PASS,,,False,False,True,True
1564,"C=CC(=O)N(CC=1C=C(Br)C=CC1C)[C@@H]2COC[C@H]2O |&1:14,18,r|	Z4874583816	340.212	340.212	2.559	-4.376	1	3	49.77	5","|&1:14,18,r|",Z4874583816,C=CC(=O)N(CC=1C=C(Br)C=CC1C)[C@@H]2COC[C@H]2O,"C=CC(=O)N(CC=1C=C(Br)C=CC1C)[C@@H]2COC[C@H]2O |&1:14,18,r|",sha256:ff42742f375dc780c39622f4cb7a6332b531db4d092583567c85d766c7188790,sha256:bf23b886a1894ff55c8bfd0a00c140e6aa7066b1cf16d8d6f082388f9b07989b,sha256:ff42742f375dc780c39622f4cb7a6332b531db4d092583567c85d766c7188790,sha256:bf23b886a1894ff55c8bfd0a00c140e6aa7066b1cf16d8d6f082388f9b07989b,C=CC(=O)N(Cc1cc(Br)ccc1C)[C@@H]1COC[C@H]1O,C=CC(=O)N(Cc1cc(Br)ccc1C)[C@@H]1COC[C@H]1O,FAIL,FAIL,FAIL_ANCHORING_DISTANCE,FAIL_ANCHORING_DISTANCE,False,False,True,True
1567,"C=CC(=O)N1CC[C@@H](O)[C@H]1C=2C=CC(Cl)=CC2 |&1:7,9,r|	Z3766091885	251.709	251.709	1.395	-3.561	1	2	40.54	3","|&1:7,9,r|",Z3766091885,C=CC(=O)N1CC[C@@H](O)[C@H]1C=2C=CC(Cl)=CC2,"C=CC(=O)N1CC[C@@H](O)[C@H]1C=2C=CC(Cl)=CC2 |&1:7,9,r|",sha256:a3e6c6d9befdb90c05f173765b4f168a5d2ed9483b8d8fdf33c18bf0e1195b78,sha256:edb6f85893c3c8f60a273eb810096674c686d2e0efdb8f39cd6580d017a0c314,sha256:a3e6c6d9befdb90c05f173765b4f168a5d2ed9483b8d8fdf33c18bf0e1195b78,sha256:edb6f85893c3c8f60a273eb810096674c686d2e0efdb8f39cd6580d017a0c314,C=CC(=O)N1CC[C@@H](O)[C@H]1c1ccc(Cl)cc1,C=CC(=O)N1CC[C@@H](O)[C@H]1c1ccc(Cl)cc1,PASS,PASS,,,False,False,True,True
1767,"C=CC(=O)N1CCC(CC1)C(=O)N2CC(C)(C)[C@H]3CCC[C@H]32 |&1:17,21,r|	Z2966542835	304.428	304.428	1.036	-3.1	0	2	40.62	4","|&1:17,21,r|",Z2966542835,C=CC(=O)N1CCC(CC1)C(=O)N2CC(C)(C)[C@H]3CCC[C@H]32,"C=CC(=O)N1CCC(CC1)C(=O)N2CC(C)(C)[C@H]3CCC[C@H]32 |&1:17,21,r|",sha256:62f12819bba127b33bf57da26234351284714f954ef30e25982fbf297fb8a48a,sha256:90754cb3cdce85e4cc3013682f4d5b1ff775c31c6e5940eb87596a8082c93406,sha256:62f12819bba127b33bf57da26234351284714f954ef30e25982fbf297fb8a48a,sha256:90754cb3cdce85e4cc3013682f4d5b1ff775c31c6e5940eb87596a8082c93406,C=CC(=O)N1CCC(C(=O)N2CC(C)(C)[C@H]3CCC[C@H]32)CC1,C=CC(=O)N1CCC(C(=O)N2CC(C)(C)[C@H]3CCC[C@H]32)CC1,PASS,PASS,,,False,False,True,True
1784,"C=CC(=O)N[C@H]1C[C@H]1C(F)F |&1:5,7,r|	Z3327053996	161.15	161.15	-0.334	-1.762	1	1	29.1	4","|&1:5,7,r|",Z3327053996,C=CC(=O)N[C@H]1C[C@H]1C(F)F,"C=CC(=O)N[C@H]1C[C@H]1C(F)F |&1:5,7,r|",sha256:3c4b38123c44f6576dbe800ab0ddb79f4520443d664d62093671123b37b4965b,sha256:30cc9a4852bb719ccfa77d3d50018981fb599a98101c2401c5adb3b4bf152d49,sha256:3c4b38123c44f6576dbe800ab0ddb79f4520443d664d62093671123b37b4965b,sha256:30cc9a4852bb719ccfa77d3d50018981fb599a98101c2401c5adb3b4bf152d49,C=CC(=O)N[C@H]1C[C@H]1C(F)F,C=CC(=O)N[C@H]1C[C@H]1C(F)F,PASS,PASS,,,False,False,True,True
1792,"C=CC(=O)N[C@@H]1CC=CC[C@H]1C(F)(F)F |&1:5,10,r|	Z3024766974	219.204	219.204	1.107	-2.696	1	1	29.1	4","|&1:5,10,r|",Z3024766974,C=CC(=O)N[C@@H]1CC=CC[C@H]1C(F)(F)F,"C=CC(=O)N[C@@H]1CC=CC[C@H]1C(F)(F)F |&1:5,10,r|",sha256:a632fff577cc151fe6fc715079166cdebd5ec10f655c536c7fba23a2e83eb4a3,sha256:41b91e416a2c88d98b444f45857e2b26e98e27b0df29686f9754f6ec26edc6bd,sha256:a632fff577cc151fe6fc715079166cdebd5ec10f655c536c7fba23a2e83eb4a3,sha256:41b91e416a2c88d98b444f45857e2b26e98e27b0df29686f9754f6ec26edc6bd,C=CC(=O)N[C@@H]1CC=CC[C@H]1C(F)(F)F,C=CC(=O)N[C@@H]1CC=CC[C@H]1C(F)(F)F,PASS,PASS,,,False,False,True,True
1800,"C=CC(=O)NC[C@]12C[C@H]1COC32CCC3 |&1:6,8,r|	Z3024767904	207.269	207.269	0.338	-1.984	1	2	38.33	4","|&1:6,8,r|",Z3024767904,C=CC(=O)NC[C@]12C[C@H]1COC32CCC3,"C=CC(=O)NC[C@]12C[C@H]1COC32CCC3 |&1:6,8,r|",sha256:ef2ea6df83f988b84ac81cb46ce0a4f74d3947ead552ba33403dbb08ec597619,sha256:fc95ee69ec315344268b3d35c276154772b6d2e2bb5c5361fc802760877a70ba,sha256:ef2ea6df83f988b84ac81cb46ce0a4f74d3947ead552ba33403dbb08ec597619,sha256:fc95ee69ec315344268b3d35c276154772b6d2e2bb5c5361fc802760877a70ba,C=CC(=O)NC[C@]12C[C@H]1COC21CCC1,C=CC(=O)NC[C@]12C[C@H]1COC21CCC1,PASS,PASS,,,False,False,True,True
1819,"C=CC(=O)NC=1C=CC(=CC1)C(=O)N2C[C@H]3CC[C@@H](O)[C@H]3C2 |&1:15,18,20,r|	Z3365751758	300.353	300.353	0.439	-3.828	2	3	69.64	5","|&1:15,18,20,r|",Z3365751758,C=CC(=O)NC=1C=CC(=CC1)C(=O)N2C[C@H]3CC[C@@H](O)[C@H]3C2,"C=CC(=O)NC=1C=CC(=CC1)C(=O)N2C[C@H]3CC[C@@H](O)[C@H]3C2 |&1:15,18,20,r|",sha256:37d712bad917f7ed3ad01f4a8ad4fbf808867335de0213592c7e84ea3e336c36,sha256:d02ad36c9d6ded4c49621096247487073cb72e8171b565a13f4938a323fbf72f,sha256:37d712bad917f7ed3ad01f4a8ad4fbf808867335de0213592c7e84ea3e336c36,sha256:d02ad36c9d6ded4c49621096247487073cb72e8171b565a13f4938a323fbf72f,C=CC(=O)Nc1ccc(C(=O)N2C[C@H]3CC[C@@H](O)[C@H]3C2)cc1,C=CC(=O)Nc1ccc(C(=O)N2C[C@H]3CC[C@@H](O)[C@H]3C2)cc1,PASS,PASS,,,False,False,True,True
1847,"C=CC(=O)N1C[C@@H](CO)[C@H](CC(C)(C)C)C1 |&1:6,9,r|	Z3490366477	225.328	225.328	2.01	-2.993	1	2	40.54	5","|&1:6,9,r|",Z3490366477,C=CC(=O)N1C[C@@H](CO)[C@H](CC(C)(C)C)C1,"C=CC(=O)N1C[C@@H](CO)[C@H](CC(C)(C)C)C1 |&1:6,9,r|",sha256:59f9ae1098cc4ca51c0c94d6e253e243b271c49322d709608024e9bdddee3f3c,sha256:47851a9ca4f8241fd74a1940fdccd4c076fc39507bf28aa225ddc2296e47a6cb,sha256:59f9ae1098cc4ca51c0c94d6e253e243b271c49322d709608024e9bdddee3f3c,sha256:47851a9ca4f8241fd74a1940fdccd4c076fc39507bf28aa225ddc2296e47a6cb,C=CC(=O)N1C[C@@H](CO)[C@H](CC(C)(C)C)C1,C=CC(=O)N1C[C@@H](CO)[C@H](CC(C)(C)C)C1,PASS,PASS,,,False,False,True,True
1851,"C=CC(=O)N1CCC(CC1)C(=O)N[C@@H]2CC[C@H](CC#N)C2 |&1:13,16,r|	Z3593486871	289.373	289.373	-1.001	-2.446	1	3	73.2	6","|&1:13,16,r|",Z3593486871,C=CC(=O)N1CCC(CC1)C(=O)N[C@@H]2CC[C@H](CC#N)C2,"C=CC(=O)N1CCC(CC1)C(=O)N[C@@H]2CC[C@H](CC#N)C2 |&1:13,16,r|",sha256:d010d7ffc415a11bdd27a826f1802c6eaab2e8b741d0a7c1e7793cbdec41216e,sha256:4f089a8d6ad83849ded4757218d95da539f351233524f59b1429e6aaba6a746a,sha256:d010d7ffc415a11bdd27a826f1802c6eaab2e8b741d0a7c1e7793cbdec41216e,sha256:4f089a8d6ad83849ded4757218d95da539f351233524f59b1429e6aaba6a746a,C=CC(=O)N1CCC(C(=O)N[C@@H]2CC[C@H](CC#N)C2)CC1,C=CC(=O)N1CCC(C(=O)N[C@@H]2CC[C@H](CC#N)C2)CC1,FAIL,FAIL,FAIL_ANCHORING_DISTANCE,FAIL_ANCHORING_DISTANCE,False,False,True,True
1856,"C=CC(=O)N1CCC(CC1)C(=O)N[C@@H]2CCO[C@H](C2)C3=CC=CC=N3 |&1:13,17,r|	Z3672119427	343.421	343.421	-1.682	-2.614	1	4	71.53	6","|&1:13,17,r|",Z3672119427,C=CC(=O)N1CCC(CC1)C(=O)N[C@@H]2CCO[C@H](C2)C3=CC=CC=N3,"C=CC(=O)N1CCC(CC1)C(=O)N[C@@H]2CCO[C@H](C2)C3=CC=CC=N3 |&1:13,17,r|",sha256:99c1b5e29a6a0cfa4975832559f2cfb5ae643531f5689e5ae837b85eb339ecf4,sha256:629276b25ccf7d3b2a29d6a48f822d2d837017d3f85fa4fc697ccd5239f5ad5c,sha256:99c1b5e29a6a0cfa4975832559f2cfb5ae643531f5689e5ae837b85eb339ecf4,sha256:629276b25ccf7d3b2a29d6a48f822d2d837017d3f85fa4fc697ccd5239f5ad5c,C=CC(=O)N1CCC(C(=O)N[C@@H]2CCO[C@@H](c3ccccn3)C2)CC1,C=CC(=O)N1CCC(C(=O)N[C@@H]2CCO[C@@H](c3ccccn3)C2)CC1,PASS,PASS,,,False,False,True,True
1860,"C=CC(=O)N1CCCC2=CC(=CC=C21)C(=O)N3C[C@H]4C[C@]4(C3)C(F)F |&1:18,20,r|	Z3756572564	346.372	346.372	1.455	-4.713	0	2	40.62	3","|&1:18,20,r|",Z3756572564,C=CC(=O)N1CCCC2=CC(=CC=C21)C(=O)N3C[C@H]4C[C@]4(C3)C(F)F,"C=CC(=O)N1CCCC2=CC(=CC=C21)C(=O)N3C[C@H]4C[C@]4(C3)C(F)F |&1:18,20,r|",sha256:bbccdc29bd4fabf82108d213be27f95b45a607be9710348b4e6e30e287599ecc,sha256:ff6678110b80dcca3a09ab39fa46ad650bd6e530dab44a07dc113f8c3f507522,sha256:bbccdc29bd4fabf82108d213be27f95b45a607be9710348b4e6e30e287599ecc,sha256:ff6678110b80dcca3a09ab39fa46ad650bd6e530dab44a07dc113f8c3f507522,C=CC(=O)N1CCCc2cc(C(=O)N3C[C@H]4C[C@@]4(C(F)F)C3)ccc21,C=CC(=O)N1CCCc2cc(C(=O)N3C[C@H]4C[C@@]4(C(F)F)C3)ccc21,FAIL,FAIL,FAIL_ANCHORING_DISTANCE,FAIL_ANCHORING_DISTANCE,False,False,True,True
1871,"C=CC(=O)N(CC=1C(F)=CC=CC1Cl)[C@@H]2COC[C@H]2O |&1:14,18,r|	Z4323493721	299.725	299.725	2.103	-3.842	1	3	49.77	5","|&1:14,18,r|",Z4323493721,C=CC(=O)N(CC=1C(F)=CC=CC1Cl)[C@@H]2COC[C@H]2O,"C=CC(=O)N(CC=1C(F)=CC=CC1Cl)[C@@H]2COC[C@H]2O |&1:14,18,r|",sha256:5e8c0d1514bb5ddf12ef984ec4e5927f630b3cc8bc53ca55b1a599f78f9c0d76,sha256:fdda583094add60950c0bf086d2f8bebc863e3e77d5700a16fb3d57fd5376010,sha256:5e8c0d1514bb5ddf12ef984ec4e5927f630b3cc8bc53ca55b1a599f78f9c0d76,sha256:fdda583094add60950c0bf086d2f8bebc863e3e77d5700a16fb3d57fd5376010,C=CC(=O)N(Cc1c(F)cccc1Cl)[C@@H]1COC[C@H]1O,C=CC(=O)N(Cc1c(F)cccc1Cl)[C@@H]1COC[C@H]1O,PASS,PASS,,,False,False,True,True
1975,"C=CC(=O)N(C)C[C@@H]1OCCN(C)[C@H]1C=2C=NN(C)C2 |&1:7,13,r|	Z2732399388	278.351	278.351	-0.03	-0.266	0	4	50.6	5","|&1:7,13,r|",Z2732399388,C=CC(=O)N(C)C[C@@H]1OCCN(C)[C@H]1C=2C=NN(C)C2,"C=CC(=O)N(C)C[C@@H]1OCCN(C)[C@H]1C=2C=NN(C)C2 |&1:7,13,r|",sha256:68b8c5a287b047334dfdb2ea53133dcd6ccc169e53d04a73910e5acc477d04e4,sha256:a669b7b79912ef6ba9142af875d545ec98a3dd5d3b84c14bde4dd0025e1c8666,sha256:68b8c5a287b047334dfdb2ea53133dcd6ccc169e53d04a73910e5acc477d04e4,sha256:a669b7b79912ef6ba9142af875d545ec98a3dd5d3b84c14bde4dd0025e1c8666,C=CC(=O)N(C)C[C@@H]1OCCN(C)[C@H]1c1cnn(C)c1,C=CC(=O)N(C)C[C@@H]1OCCN(C)[C@H]1c1cnn(C)c1,PASS,PASS,,,False,False,True,True
2099,"C=CC(=O)N[C@@H]1C[C@H]1C2CCOCC2 |&1:5,7,r|	Z3024767006	195.259	195.259	0.152	-1.537	1	2	38.33	4","|&1:5,7,r|",Z3024767006,C=CC(=O)N[C@@H]1C[C@H]1C2CCOCC2,"C=CC(=O)N[C@@H]1C[C@H]1C2CCOCC2 |&1:5,7,r|",sha256:b4fd398edf2f492a9465fb3fbf620fc99a1cba9acbb45f9a9615c1c0cfb3ec4d,sha256:8ae25d088641aef80cf94e21e84244348f2bce32a357f578d7da33f1b1aa3666,sha256:b4fd398edf2f492a9465fb3fbf620fc99a1cba9acbb45f9a9615c1c0cfb3ec4d,sha256:8ae25d088641aef80cf94e21e84244348f2bce32a357f578d7da33f1b1aa3666,C=CC(=O)N[C@@H]1C[C@H]1C1CCOCC1,C=CC(=O)N[C@@H]1C[C@H]1C1CCOCC1,PASS,PASS,,,False,False,True,True
2118,"C=CC(=O)N(C)CC(=O)N1CC2(CCC2)[C@H]3COC[C@H]31 |&1:15,19,r|	Z3060600973	278.347	278.347	0.83	-2.56	0	3	49.85	5","|&1:15,19,r|",Z3060600973,C=CC(=O)N(C)CC(=O)N1CC2(CCC2)[C@H]3COC[C@H]31,"C=CC(=O)N(C)CC(=O)N1CC2(CCC2)[C@H]3COC[C@H]31 |&1:15,19,r|",sha256:f2ff8f6cf26c77d095bd65eb831417f1f5ee9b8ff6293ecd77dcc08b1216295d,sha256:6cdbc1caadb731a93f12ea180a32f9660b4ea46f867d69b71bd20277d8bb7675,sha256:f2ff8f6cf26c77d095bd65eb831417f1f5ee9b8ff6293ecd77dcc08b1216295d,sha256:6cdbc1caadb731a93f12ea180a32f9660b4ea46f867d69b71bd20277d8bb7675,C=CC(=O)N(C)CC(=O)N1CC2(CCC2)[C@H]2COC[C@H]21,C=CC(=O)N(C)CC(=O)N1CC2(CCC2)[C@H]2COC[C@H]21,PASS,PASS,,,False,False,True,True
2120,"C=CC(=O)N[C@@H]1CC(=O)N(C2CC2)[C@H]1C3=CC=NN3C |&1:5,13,r|	Z3178971007	274.319	274.319	0.219	-2.03	1	3	67.23	5","|&1:5,13,r|",Z3178971007,C=CC(=O)N[C@@H]1CC(=O)N(C2CC2)[C@H]1C3=CC=NN3C,"C=CC(=O)N[C@@H]1CC(=O)N(C2CC2)[C@H]1C3=CC=NN3C |&1:5,13,r|",sha256:d7426dbc42a0dd54943acb378f96b72028c092c9af403a0dc153a0e73aec70e0,sha256:ebe26f6a09c859d9b6a525a3286e637c2518cb9776ab7694b33917189718a634,sha256:d7426dbc42a0dd54943acb378f96b72028c092c9af403a0dc153a0e73aec70e0,sha256:ebe26f6a09c859d9b6a525a3286e637c2518cb9776ab7694b33917189718a634,C=CC(=O)N[C@@H]1CC(=O)N(C2CC2)[C@H]1c1ccnn1C,C=CC(=O)N[C@@H]1CC(=O)N(C2CC2)[C@H]1c1ccnn1C,PASS,PASS,,,False,False,True,True
2156,"C=CC(=O)N1C[C@@H](F)[C@H](CO)C1 |&1:6,8,r|	Z3490366466	173.185	173.185	-0.858	-1.244	1	2	40.54	3","|&1:6,8,r|",Z3490366466,C=CC(=O)N1C[C@@H](F)[C@H](CO)C1,"C=CC(=O)N1C[C@@H](F)[C@H](CO)C1 |&1:6,8,r|",sha256:7b831f4c11429e206eb559c17554b7289231d1df77cf8ff351099f5b452dffda,sha256:31a5ac87fc417cc41b6601fe839ca30329ede639f05a5c0e87bb018407471e05,sha256:7b831f4c11429e206eb559c17554b7289231d1df77cf8ff351099f5b452dffda,sha256:31a5ac87fc417cc41b6601fe839ca30329ede639f05a5c0e87bb018407471e05,C=CC(=O)N1C[C@@H](CO)[C@H](F)C1,C=CC(=O)N1C[C@@H](CO)[C@H](F)C1,PASS,PASS,,,False,False,True,True
2158,"C=CC(=O)N1C[C@H](NC(C)=O)[C@H](C1)C2=CC=NN2C |&1:6,11,r|	Z3490366512	262.308	262.308	-1.27	-1.416	1	3	67.23	5","|&1:6,11,r|",Z3490366512,C=CC(=O)N1C[C@H](NC(C)=O)[C@H](C1)C2=CC=NN2C,"C=CC(=O)N1C[C@H](NC(C)=O)[C@H](C1)C2=CC=NN2C |&1:6,11,r|",sha256:ca3c8ccd5f5d5908debe5e4fde715729f42f2c8e5cfd98bfcf6fcf5cdd1c565e,sha256:f79cbfbbd9c50ed93171202205d720a42625a1ecf666d5be2d50c58f2d6b11b0,sha256:ca3c8ccd5f5d5908debe5e4fde715729f42f2c8e5cfd98bfcf6fcf5cdd1c565e,sha256:f79cbfbbd9c50ed93171202205d720a42625a1ecf666d5be2d50c58f2d6b11b0,C=CC(=O)N1C[C@H](NC(C)=O)[C@@H](c2ccnn2C)C1,C=CC(=O)N1C[C@H](NC(C)=O)[C@@H](c2ccnn2C)C1,PASS,PASS,,,False,False,True,True
2203,"C=CC(=O)N(CC1=CC=CC2=CC=CN=C12)[C@@H]3CCCC[C@H]3O |&1:16,21,r|	Z4323489579	310.391	310.391	2.112	-3.992	1	3	53.43	5","|&1:16,21,r|",Z4323489579,C=CC(=O)N(CC1=CC=CC2=CC=CN=C12)[C@@H]3CCCC[C@H]3O,"C=CC(=O)N(CC1=CC=CC2=CC=CN=C12)[C@@H]3CCCC[C@H]3O |&1:16,21,r|",sha256:3ca3f2c3c98ae7b809ed7a50834d1089dca1dfcaae0c96e4b0d682c6abb0999d,sha256:d86eeeda6e7606d446808d6695ffe9a7c5a57fc034b8097f6b61b16840ae8e78,sha256:3ca3f2c3c98ae7b809ed7a50834d1089dca1dfcaae0c96e4b0d682c6abb0999d,sha256:d86eeeda6e7606d446808d6695ffe9a7c5a57fc034b8097f6b61b16840ae8e78,C=CC(=O)N(Cc1cccc2cccnc12)[C@@H]1CCCC[C@H]1O,C=CC(=O)N(Cc1cccc2cccnc12)[C@@H]1CCCC[C@H]1O,PASS,PASS,,,False,False,True,True
